ingrl;sexo;edad;escol;lningrl;edad2
260;0;36;2;5.5606818;1296
40;1;59;6;3.6888795;3481
430;1;22;12;6.0637851;484
200;1;19;12;5.2983174;361
250;1;59;5;5.521461;3481
90;1;78;0;4.4998097;6084
100;1;48;6;4.6051702;2304
300;0;45;6;5.7037826;2025
150;1;28;6;5.0106354;784
140;0;27;6;4.9416423;729
240;1;26;6;5.480639;676
218;1;53;9;5.3844953;2809
600;1;46;6;6.3969297;2116
330;0;42;6;5.7990928;1764
930;1;51;12;6.8351846;2601
1010;1;42;6;6.9177055;1764
1370;1;53;16;7.2225661;2809
420;1;49;6;6.0402546;2401
0;0;37;8;;1369
230;0;33;6;5.4380794;1089
145;1;70;6;4.9767337;4900
400;1;58;4;5.9914646;3364
200;0;63;0;5.2983174;3969
550;1;44;11;6.3099184;1936
130;0;37;6;4.8675346;1369
293;1;30;6;5.6801724;900
350;1;54;9;5.857933;2916
300;0;35;6;5.7037826;1225
761;1;38;16;6.6346335;1444
359;0;30;6;5.8833222;900
180;1;67;3;5.1929569;4489
58;0;73;3;4.0604429;5329
75;0;60;4;4.3174882;3600
80;0;73;1;4.3820267;5329
25;0;80;0;3.2188759;6400
70;0;51;0;4.2484951;2601
280;1;22;10;5.6347895;484
395;1;16;9;5.9788857;256
265;1;56;11;5.57973;3136
570;1;25;12;6.3456364;625
470;1;69;6;6.1527328;4761
550;0;69;6;6.3099184;4761
528;1;35;12;6.2690964;1225
250;1;44;6;5.521461;1936
400;0;30;6;5.9914646;900
395;1;44;4;5.9788857;1936
500;0;40;10;6.2146082;1600
200;0;63;6;5.2983174;3969
300;1;21;12;5.7037826;441
550;1;39;12;6.3099184;1521
55;0;34;14;4.0073333;1156
171;1;74;2;5.1416636;5476
363;1;40;6;5.894403;1600
300;0;36;3;5.7037826;1296
300;1;18;8;5.7037826;324
393;1;16;7;5.9738097;256
280;1;65;2;5.6347895;4225
270;1;45;12;5.5984221;2025
320;0;48;9;5.768321;2304
338;1;26;12;5.8230457;676
336;1;25;12;5.817111;625
250;1;62;3;5.521461;3844
200;0;28;6;5.2983174;784
200;0;18;6;5.2983174;324
290;1;28;6;5.6698809;784
400;1;66;5;5.9914646;4356
10;0;66;5;2.3025851;4356
390;1;24;11;5.9661469;576
390;1;24;6;5.9661469;576
340;1;19;8;5.8289456;361
550;1;70;6;6.3099184;4900
680;1;60;6;6.5220928;3600
450;0;29;6;6.1092477;841
650;1;42;6;6.4769726;1764
160;1;62;0;5.0751739;3844
120;1;60;0;4.7874918;3600
160;0;36;0;5.0751739;1296
240;0;28;2;5.480639;784
240;0;23;5;5.480639;529
318;1;48;6;5.7620516;2304
30;1;79;2;3.4011974;6241
80;1;56;6;4.3820267;3136
358;0;46;6;5.8805332;2116
400;1;25;12;5.9914646;625
320;0;19;6;5.768321;361
340;1;17;6;5.8289456;289
220;0;14;6;5.3936276;196
348;0;27;6;5.8522024;729
30;0;73;0;3.4011974;5329
200;1;36;6;5.2983174;1296
235;1;75;5;5.4595857;5625
235;0;59;5;5.4595857;3481
120;0;57;6;4.7874918;3249
92;1;70;5;4.5217886;4900
318;1;43;12;5.7620516;1849
200;1;38;6;5.2983174;1444
80;0;28;6;4.3820267;784
270;1;33;12;5.5984221;1089
150;0;31;6;5.0106354;961
35;1;60;12;3.5553482;3600
468;0;50;6;6.1484685;2500
230;1;61;0;5.4380794;3721
300;1;68;6;5.7037826;4624
650;1;56;6;6.4769726;3136
70;0;56;6;4.2484951;3136
348;1;51;6;5.8522024;2601
50;0;50;6;3.9120231;2500
40;1;30;16;3.6888795;900
415;1;24;16;6.0282784;576
350;1;48;16;5.857933;2304
10;0;55;2;2.3025851;3025
70;1;66;5;4.2484951;4356
70;0;70;5;4.2484951;4900
350;1;55;3;5.857933;3025
180;0;55;3;5.1929569;3025
300;1;35;6;5.7037826;1225
300;0;38;6;5.7037826;1444
280;1;46;6;5.6347895;2116
400;1;26;13;5.9914646;676
130;1;33;7;4.8675346;1089
400;1;46;6;5.9914646;2116
310;0;41;6;5.7365723;1681
260;1;20;12;5.5606818;400
470;1;43;16;6.1527328;1849
250;0;37;6;5.521461;1369
130;1;56;2;4.8675346;3136
100;0;23;10;4.6051702;529
100;1;24;6;4.6051702;576
50;0;30;6;3.9120231;900
135;0;18;8;4.9052749;324
250;1;62;9;5.521461;3844
250;0;60;9;5.521461;3600
2450;1;35;18;7.8038435;1225
1150;1;32;18;7.0475173;1024
1290;1;58;9;7.1623974;3364
640;0;57;10;6.4614682;3249
860;1;35;12;6.7569323;1225
300;1;68;6;5.7037826;4624
298;0;53;12;5.6970935;2809
318;1;26;14;5.7620516;676
568;1;45;6;6.3421216;2025
397;1;63;2;5.9839363;3969
600;0;68;12;6.3969297;4624
150;0;40;12;5.0106354;1600
357;0;34;12;5.8777356;1156
155;1;57;6;5.0434251;3249
155;0;55;6;5.0434251;3025
20;0;41;1;2.9957323;1681
550;1;20;12;6.3099184;400
350;1;16;9;5.857933;256
720;1;44;6;6.5792513;1936
700;0;44;6;6.5510802;1936
368;1;25;9;5.908083;625
60;0;42;12;4.0943446;1764
300;1;30;8;5.7037826;900
280;0;31;6;5.6347895;961
55;1;75;0;4.0073333;5625
70;1;60;0;4.2484951;3600
140;0;55;0;4.9416423;3025
335;1;35;12;5.8141303;1225
405;1;32;6;6.0038872;1024
265;1;63;12;5.57973;3969
170;1;61;9;5.1357985;3721
130;0;55;2;4.8675346;3025
320;1;45;6;5.768321;2025
120;0;35;6;4.7874918;1225
120;1;21;12;4.7874918;441
120;1;20;8;4.7874918;400
120;1;17;6;4.7874918;289
320;1;58;9;5.768321;3364
100;0;49;2;4.6051702;2401
435;0;30;12;6.075346;900
200;1;28;12;5.2983174;784
435;0;20;12;6.075346;400
60;0;22;12;4.0943446;484
700;0;38;12;6.5510802;1444
45;0;57;0;3.8066626;3249
370;1;55;3;5.9135032;3025
350;1;35;12;5.857933;1225
1200;1;41;12;7.0900769;1681
500;1;50;17;6.2146082;2500
980;0;59;16;6.8875527;3481
100;1;35;17;4.6051702;1225
600;1;51;12;6.3969297;2601
450;0;45;6;6.1092477;2025
0;0;28;20;;784
963;1;37;11;6.8700533;1369
680;1;54;15;6.5220928;2916
200;0;55;12;5.2983174;3025
300;1;25;14;5.7037826;625
300;0;26;6;5.7037826;676
190;0;43;3;5.2470241;1849
568;1;23;12;6.3421216;529
887;1;50;15;6.7878451;2500
687;1;19;10;6.5323343;361
150;0;23;12;5.0106354;529
1060;1;55;6;6.9660244;3025
0;0;46;9;;2116
4100;1;39;17;8.3187418;1521
1101;1;56;17;7.003974;3136
750;1;22;9;6.6200733;484
50;0;20;13;3.9120231;400
900;0;40;17;6.8023949;1600
0;1;60;17;;3600
1200;0;66;17;7.0900769;4356
0;1;48;17;;2304
650;0;48;12;6.4769726;2304
1008;1;38;12;6.9157233;1444
700;0;38;11;6.5510802;1444
215;0;64;6;5.3706379;4096
378;0;20;14;5.9348941;400
579;1;29;12;6.3613024;841
200;0;25;12;5.2983174;625
160;0;48;6;5.0751739;2304
390;1;30;16;5.9661469;900
60;0;35;12;4.0943446;1225
110;1;43;6;4.7004805;1849
480;0;23;17;6.1737862;529
480;1;34;6;6.1737862;1156
30;0;33;10;3.4011974;1089
500;1;62;6;6.2146082;3844
500;0;44;16;6.2146082;1936
900;0;25;16;6.8023949;625
690;1;53;9;6.5366917;2809
500;1;34;17;6.2146082;1156
1400;1;30;17;7.2442274;900
378;1;20;12;5.9348941;400
378;0;16;11;5.9348941;256
300;0;45;6;5.7037826;2025
320;0;22;14;5.768321;484
480;1;20;12;6.1737862;400
636;0;25;12;6.4551988;625
636;1;21;12;6.4551988;441
600;0;48;5;6.3969297;2304
300;0;21;12;5.7037826;441
150;1;28;6;5.0106354;784
250;1;31;12;5.521461;961
400;1;20;9;5.9914646;400
790;1;39;6;6.6720328;1521
340;0;22;12;5.8289456;484
50;0;29;12;3.9120231;841
400;1;25;6;5.9914646;625
35;0;24;7;3.5553482;576
640;1;33;8;6.4614682;1089
70;0;30;8;4.2484951;900
180;0;62;3;5.1929569;3844
384;1;61;1;5.9506426;3721
400;1;26;10;5.9914646;676
360;1;24;8;5.8861041;576
240;1;56;6;5.480639;3136
40;0;54;6;3.6888795;2916
240;1;32;9;5.480639;1024
240;1;30;12;5.480639;900
240;1;26;8;5.480639;676
120;0;24;12;4.7874918;576
200;1;22;6;5.2983174;484
110;1;41;6;4.7004805;1681
305;1;53;0;5.7203116;2809
630;1;56;17;6.4457197;3136
250;1;31;5;5.521461;961
100;0;41;6;4.6051702;1681
170;1;60;2;5.1357985;3600
650;1;51;6;6.4769726;2601
432;1;56;12;6.0684257;3136
138;0;51;12;4.9272537;2601
310;1;35;9;5.7365723;1225
140;1;28;11;4.9416423;784
150;0;30;6;5.0106354;900
180;1;70;6;5.1929569;4900
340;1;20;12;5.8289456;400
830;1;40;6;6.7214255;1600
120;0;35;5;4.7874918;1225
270;1;47;2;5.5984221;2209
140;0;54;3;4.9416423;2916
70;1;9;4;4.2484951;81
180;1;32;12;5.1929569;1024
1000;1;41;6;6.9077554;1681
1000;0;40;17;6.9077554;1600
586;1;36;16;6.3733196;1296
398;0;30;15;5.9864521;900
420;1;35;6;6.0402546;1225
40;0;37;9;3.6888795;1369
150;1;56;6;5.0106354;3136
800;0;45;17;6.6846118;2025
100;1;74;6;4.6051702;5476
100;1;75;6;4.6051702;5625
220;1;42;15;5.3936276;1764
340;0;39;13;5.8289456;1521
270;1;73;6;5.5984221;5329
100;1;34;6;4.6051702;1156
100;1;21;8;4.6051702;441
20;1;70;3;2.9957323;4900
120;1;41;0;4.7874918;1681
55;0;42;3;4.0073333;1764
120;1;16;2;4.7874918;256
40;1;78;4;3.6888795;6084
190;1;30;4;5.2470241;900
240;0;32;6;5.480639;1024
140;1;30;6;4.9416423;900
55;0;28;8;4.0073333;784
140;1;48;6;4.9416423;2304
260;1;57;6;5.5606818;3249
310;1;23;12;5.7365723;529
130;0;50;2;4.8675346;2500
160;1;39;4;5.0751739;1521
40;0;35;3;3.6888795;1225
278;1;37;5;5.6276212;1369
220;1;55;6;5.3936276;3025
100;1;51;6;4.6051702;2601
354;0;59;12;5.869297;3481
560;1;45;6;6.3279366;2025
410;0;42;15;6.0161572;1764
400;1;23;12;5.9914646;529
1208;1;51;19;7.0967212;2601
400;0;37;17;5.9914646;1369
400;1;46;0;5.9914646;2116
490;0;42;6;6.1944056;1764
954;1;67;18;6.8606639;4489
490;1;49;12;6.1944056;2401
560;0;53;12;6.3279366;2809
623;1;35;7;6.4345465;1225
450;1;37;12;6.1092477;1369
2000;1;60;16;7.6009026;3600
744;0;63;8;6.612041;3969
455;1;31;12;6.1202974;961
0;1;83;6;;6889
1700;1;34;17;7.4383836;1156
230;1;23;12;5.4380794;529
2550;1;42;17;7.8438487;1764
800;0;50;17;6.6846118;2500
800;1;69;9;6.6846118;4761
200;0;58;9;5.2983174;3364
550;1;25;17;6.3099184;625
450;1;75;6;6.1092477;5625
600;1;76;3;6.3969297;5776
1428;1;41;17;7.26403;1681
960;0;40;17;6.8669333;1600
700;0;43;6;6.5510802;1849
1500;1;23;12;7.3132205;529
668;0;23;9;6.5042882;529
870;0;41;6;6.7684932;1681
558;1;40;15;6.3243589;1600
280;1;36;5;5.6347895;1296
500;1;61;6;6.2146082;3721
210;1;37;6;5.3471074;1369
370;1;43;6;5.9135032;1849
340;1;46;12;5.8289456;2116
330;0;58;6;5.7990928;3364
200;1;27;12;5.2983174;729
200;1;23;12;5.2983174;529
200;1;52;9;5.2983174;2704
1120;0;52;17;7.0210838;2704
840;1;68;3;6.7334018;4624
320;0;63;3;5.768321;3969
280;1;23;12;5.6347895;529
290;1;43;12;5.6698809;1849
485;0;23;12;6.1841488;529
350;1;68;6;5.857933;4624
295;0;34;12;5.6869755;1156
450;1;41;10;6.1092477;1681
920;0;40;17;6.8243737;1600
110;1;84;3;4.7004805;7056
200;1;24;7;5.2983174;576
360;1;25;6;5.8861041;625
150;1;69;2;5.0106354;4761
120;1;24;6;4.7874918;576
130;1;23;6;4.8675346;529
50;0;22;6;3.9120231;484
360;1;46;6;5.8861041;2116
240;1;36;12;5.480639;1296
20;1;92;6;2.9957323;8464
50;1;66;6;3.9120231;4356
140;1;65;3;4.9416423;4225
160;0;28;6;5.0751739;784
200;1;39;6;5.2983174;1521
120;1;61;6;4.7874918;3721
200;0;57;6;5.2983174;3249
1060;1;22;10;6.9660244;484
120;1;20;8;4.7874918;400
240;1;29;6;5.480639;841
444;1;32;12;6.0958247;1024
200;0;44;9;5.2983174;1936
1290;1;52;12;7.1623974;2704
800;0;45;16;6.6846118;2025
220;0;36;12;5.3936276;1296
360;1;44;6;5.8861041;1936
380;1;50;9;5.9401712;2500
350;0;41;9;5.857933;1681
2360;1;36;12;7.766417;1296
352;1;45;6;5.8636312;2025
62;0;27;6;4.1271343;729
414;0;31;6;6.025866;961
356;1;29;12;5.8749309;841
588;1;21;11;6.3767271;441
598;1;46;6;6.3935909;2116
626;1;23;11;6.4393506;529
574;0;20;13;6.3526292;400
725;1;50;6;6.5861716;2500
300;0;49;12;5.7037826;2401
414;0;22;14;6.025866;484
145;1;54;6;4.9767337;2916
260;1;27;6;5.5606818;729
270;1;27;12;5.5984221;729
1000;1;48;19;6.9077554;2304
600;1;55;12;6.3969297;3025
615;1;35;14;6.4216223;1225
485;0;29;15;6.1841488;841
300;1;43;6;5.7037826;1849
2000;1;27;15;7.6009026;729
0;1;47;4;;2209
200;0;54;9;5.2983174;2916
350;1;18;11;5.857933;324
510;1;48;6;6.2344108;2304
418;0;20;12;6.0354815;400
220;1;35;5;5.3936276;1225
540;1;44;9;6.2915692;1936
290;0;37;9;5.6698809;1369
318;0;36;12;5.7620516;1296
100;1;43;12;4.6051702;1849
1040;1;38;12;6.9469762;1444
260;0;27;6;5.5606818;729
375;1;50;12;5.9269261;2500
100;1;24;11;4.6051702;576
1358;1;24;17;7.2137685;576
250;1;50;6;5.521461;2500
500;1;32;6;6.2146082;1024
500;1;28;14;6.2146082;784
0;1;21;4;;441
400;0;25;12;5.9914646;625
2040;1;30;15;7.6207051;900
1210;1;36;12;7.0983758;1296
270;0;30;12;5.5984221;900
600;1;39;12;6.3969297;1521
222;0;32;7;5.4026775;1024
635;1;28;6;6.4536252;784
480;1;38;8;6.1737862;1444
160;0;18;12;5.0751739;324
280;1;17;12;5.6347895;289
815;1;41;12;6.7031879;1681
257;0;37;17;5.5490761;1369
60;1;70;6;4.0943446;4900
0;1;30;8;;900
0;1;40;17;;1600
598;1;45;16;6.3935909;2025
374;1;44;5;5.9242558;1936
318;1;21;12;5.7620516;441
800;1;43;12;6.6846118;1849
590;0;22;17;6.3801227;484
353;1;18;12;5.866468;324
1120;1;36;12;7.0210838;1296
210;0;39;12;5.3471074;1521
2300;1;45;12;7.7406645;2025
846;0;33;14;6.7405195;1089
0;1;27;9;;729
1220;1;23;12;7.106606;529
30;0;32;6;3.4011974;1024
700;1;40;9;6.5510802;1600
887;0;37;16;6.7878451;1369
645;1;44;12;6.4692502;1936
760;0;33;9;6.6333184;1089
240;1;51;2;5.480639;2601
586;1;45;17;6.3733196;2025
698;0;35;17;6.5482192;1225
406;0;48;3;6.0063534;2304
366;1;41;2;5.9026332;1681
400;1;27;5;5.9914646;729
200;0;27;6;5.2983174;729
360;1;28;3;5.8861041;784
520;1;25;12;6.253829;625
467;1;40;6;6.1463294;1600
683;1;32;13;6.526495;1024
702;0;30;15;6.5539336;900
805;1;41;6;6.6908422;1681
332;0;36;12;5.8051348;1296
900;1;33;12;6.8023949;1089
341;0;24;12;5.8318825;576
460;1;22;9;6.1312265;484
590;1;46;15;6.3801227;2116
440;0;32;12;6.0867748;1024
730;1;34;8;6.5930448;1156
1400;1;41;9;7.2442274;1681
1940;1;42;12;7.5704432;1764
1150;1;44;12;7.0475173;1936
1520;0;34;16;7.3264656;1156
0;0;34;6;;1156
60;0;35;12;4.0943446;1225
400;1;45;6;5.9914646;2025
515;1;22;12;6.2441669;484
175;0;43;6;5.1647859;1849
0;1;21;6;;441
150;0;20;11;5.0106354;400
235;1;18;6;5.4595857;324
400;1;47;9;5.9914646;2209
1000;1;22;12;6.9077554;484
650;1;45;12;6.4769726;2025
200;0;37;6;5.2983174;1369
600;1;27;12;6.3969297;729
318;1;59;12;5.7620516;3481
1500;1;42;17;7.3132205;1764
1630;0;39;17;7.3963351;1521
690;1;22;12;6.5366917;484
830;1;51;12;6.7214255;2601
535;1;24;12;6.2822666;576
0;1;22;12;;484
512;1;58;4;6.2383246;3364
670;0;55;4;6.5072775;3025
0;0;19;10;;361
318;1;30;12;5.7620516;900
20;1;80;0;2.9957323;6400
75;1;60;3;4.3174882;3600
386;1;25;11;5.9558372;625
386;1;24;12;5.9558372;576
5;1;73;1;1.6094379;5329
65;1;52;4;4.1743875;2704
40;1;42;6;3.6888795;1764
0;1;40;12;;1600
1012;1;40;17;6.9196839;1600
40;0;35;12;3.6888795;1225
180;1;39;0;5.1929569;1521
0;0;58;3;;3364
0;0;24;12;;576
770;1;39;6;6.6463904;1521
0;1;32;9;;1024
120;1;42;12;4.7874918;1764
0;1;31;12;;961
6;1;32;7;1.7917595;1024
0;1;59;1;;3481
300;1;27;10;5.7037826;729
640;1;28;12;6.4614682;784
418;0;27;14;6.0354815;729
0;1;73;4;;5329
0;1;34;4;;1156
270;1;37;0;5.5984221;1369
165;1;19;12;5.1059456;361
240;1;25;6;5.480639;625
171;1;52;6;5.1416636;2704
200;1;50;6;5.2983174;2500
150;0;48;6;5.0106354;2304
80;0;17;6;4.3820267;289
365;1;80;2;5.8998976;6400
20;1;29;12;2.9957323;841
140;1;54;0;4.9416423;2916
300;1;22;6;5.7037826;484
220;1;40;6;5.3936276;1600
0;0;51;2;;2601
40;1;55;5;3.6888795;3025
0;0;21;12;;441
1300;1;61;17;7.1701198;3721
331;1;43;6;5.8021183;1849
622;0;37;12;6.43294;1369
900;1;35;12;6.8023949;1225
740;0;22;12;6.6066504;484
1330;1;29;12;7.192934;841
250;0;33;5;5.521461;1089
610;1;63;6;6.4134588;3969
290;0;55;12;5.6698809;3025
409;0;27;12;6.0137153;729
800;1;36;11;6.6846118;1296
150;0;61;2;5.0106354;3721
60;1;59;11;4.0943446;3481
400;1;42;12;5.9914646;1764
760;1;30;12;6.6333184;900
78;1;62;11;4.356709;3844
422;0;38;12;6.0450053;1444
315;0;19;12;5.7525725;361
140;1;42;13;4.9416423;1764
718;1;42;6;6.5764694;1764
1350;1;50;6;7.20786;2500
230;1;45;4;5.4380794;2025
230;1;22;12;5.4380794;484
770;1;48;6;6.6463904;2304
628;1;37;6;6.4425402;1369
800;1;49;12;6.6846118;2401
110;1;48;6;4.7004805;2304
600;1;76;3;6.3969297;5776
318;1;23;6;5.7620516;529
720;1;24;9;6.5792513;576
160;1;35;12;5.0751739;1225
967;1;43;12;6.8741984;1849
800;1;44;12;6.6846118;1936
820;1;37;9;6.7093043;1369
818;1;54;6;6.7068624;2916
240;0;26;10;5.480639;676
497;1;42;12;6.20859;1764
500;1;47;11;6.2146082;2209
1500;0;46;16;7.3132205;2116
655;1;53;8;6.4846354;2809
590;0;34;17;6.3801227;1156
860;1;49;6;6.7569323;2401
365;1;23;12;5.8998976;529
260;1;18;12;5.5606818;324
170;1;59;6;5.1357985;3481
200;0;57;6;5.2983174;3249
200;1;20;12;5.2983174;400
260;1;29;8;5.5606818;841
610;1;30;12;6.4134588;900
150;0;45;6;5.0106354;2025
312;1;19;7;5.7430034;361
16;0;57;3;2.7725887;3249
630;1;33;12;6.4457197;1089
715;1;39;6;6.5722823;1521
610;1;26;12;6.4134588;676
820;0;24;12;6.7093043;576
590;1;56;6;6.3801227;3136
450;1;44;12;6.1092477;1936
200;1;20;6;5.2983174;400
50;0;54;0;3.9120231;2916
160;0;13;4;5.0751739;169
730;1;55;6;6.5930448;3025
200;0;48;5;5.2983174;2304
160;1;33;6;5.0751739;1089
1020;1;36;12;6.9275579;1296
240;1;38;12;5.480639;1444
760;1;40;12;6.6333184;1600
200;1;48;2;5.2983174;2304
180;1;47;6;5.1929569;2209
180;0;58;6;5.1929569;3364
440;1;62;1;6.0867748;3844
730;0;21;12;6.5930448;441
140;1;40;6;4.9416423;1600
60;1;42;6;4.0943446;1764
183;1;62;6;5.209486;3844
100;1;36;6;4.6051702;1296
240;1;41;2;5.480639;1681
150;1;62;4;5.0106354;3844
348;1;21;8;5.8522024;441
0;0;38;12;;1444
160;1;51;4;5.0751739;2601
225;1;50;12;5.4161005;2500
800;0;46;12;6.6846118;2116
142;1;72;3;4.9558272;5184
157;1;59;6;5.0562458;3481
160;1;64;4;5.0751739;4096
160;1;16;4;5.0751739;256
650;1;28;6;6.4769726;784
400;1;47;6;5.9914646;2209
560;0;43;9;6.3279366;1849
590;1;42;6;6.3801227;1764
20;1;84;3;2.9957323;7056
0;1;53;1;;2809
397;0;40;8;5.9839363;1600
960;1;54;5;6.8669333;2916
0;1;40;7;;1600
1080;1;44;6;6.9847164;1936
470;1;38;12;6.1527328;1444
80;0;25;12;4.3820267;625
990;1;53;6;6.8977051;2809
618;1;43;11;6.4264884;1849
260;0;37;6;5.5606818;1369
150;1;31;12;5.0106354;961
540;1;28;12;6.2915692;784
380;1;46;12;5.9401712;2116
640;0;36;17;6.4614682;1296
1100;0;60;16;7.0030656;3600
1200;1;44;12;7.0900769;1936
60;1;66;6;4.0943446;4356
56;0;67;6;4.0253515;4489
700;1;31;6;6.5510802;961
165;1;38;6;5.1059456;1444
30;1;54;6;3.4011974;2916
360;1;43;6;5.8861041;1849
0;1;24;11;;576
120;1;62;6;4.7874918;3844
40;0;35;12;3.6888795;1225
10;1;72;1;2.3025851;5184
160;1;45;6;5.0751739;2025
543;0;40;16;6.2971091;1600
200;1;28;12;5.2983174;784
660;0;49;16;6.49224;2401
348;0;23;15;5.8522024;529
390;1;63;4;5.9661469;3969
100;1;34;10;4.6051702;1156
450;0;17;6;6.1092477;289
2350;1;38;12;7.7621708;1444
80;0;30;12;4.3820267;900
400;1;58;4;5.9914646;3364
250;1;23;12;5.521461;529
260;1;61;9;5.5606818;3721
550;0;47;17;6.3099184;2209
800;1;24;12;6.6846118;576
1440;1;30;12;7.2723985;900
168;1;62;12;5.1239638;3844
517;0;57;12;6.2480431;3249
472;1;27;17;6.1569791;729
354;0;26;14;5.869297;676
748;1;35;4;6.617403;1225
0;1;31;4;;961
140;0;50;1;4.9416423;2500
500;1;27;12;6.2146082;729
0;1;67;0;;4489
460;1;43;9;6.1312265;1849
279;0;23;9;5.6312118;529
418;1;46;9;6.0354815;2116
125;0;35;12;4.8283138;1225
80;1;39;9;4.3820267;1521
0;1;38;12;;1444
899;1;45;10;6.8012829;2025
0;1;31;9;;961
40;0;33;9;3.6888795;1089
280;1;46;6;5.6347895;2116
0;1;49;6;;2401
240;0;17;11;5.480639;289
490;1;27;12;6.1944056;729
1040;1;35;12;6.9469762;1225
763;1;39;12;6.6372581;1521
310;0;39;7;5.7365723;1521
730;1;36;9;6.5930448;1296
140;1;34;12;4.9416423;1156
348;1;42;3;5.8522024;1764
318;0;22;5;5.7620516;484
1450;1;38;17;7.2793188;1444
811;0;33;17;6.6982679;1089
150;1;70;2;5.0106354;4900
150;0;71;1;5.0106354;5041
1000;1;41;12;6.9077554;1681
888;1;27;6;6.7889719;729
150;0;26;12;5.0106354;676
647;1;55;12;6.4723463;3025
220;0;45;6;5.3936276;2025
1500;1;48;17;7.3132205;2304
0;1;30;18;;900
300;1;57;3;5.7037826;3249
0;1;23;9;;529
1885;1;59;6;7.5416832;3481
711;1;34;8;6.5666723;1156
150;1;62;2;5.0106354;3844
100;1;32;14;4.6051702;1024
348;0;28;14;5.8522024;784
325;1;57;0;5.7838254;3249
240;0;40;5;5.480639;1600
548;1;28;12;6.3062754;784
290;0;30;12;5.6698809;900
70;1;56;0;4.2484951;3136
40;1;30;6;3.6888795;900
30;1;28;4;3.4011974;784
150;1;20;9;5.0106354;400
940;1;51;4;6.84588;2601
2548;1;45;15;7.8430638;2025
180;1;22;10;5.1929569;484
640;1;50;1;6.4614682;2500
180;0;43;1;5.1929569;1849
350;1;28;6;5.857933;784
580;1;21;12;6.363028;441
500;1;56;3;6.2146082;3136
158;0;53;6;5.0625949;2809
20;1;25;12;2.9957323;625
0;1;23;12;;529
200;1;67;13;5.2983174;4489
1100;1;28;12;7.0030656;784
0;0;26;14;;676
310;1;43;6;5.7365723;1849
320;1;20;12;5.768321;400
250;0;18;12;5.521461;324
150;1;20;10;5.0106354;400
501;1;31;10;6.2166061;961
1150;1;34;12;7.0475173;1156
530;1;38;4;6.2728772;1444
1050;1;33;13;6.9565454;1089
60;0;43;6;4.0943446;1849
698;1;27;12;6.5482192;729
230;0;24;9;5.4380794;576
60;1;40;3;4.0943446;1600
1060;1;56;4;6.9660244;3136
60;1;42;6;4.0943446;1764
150;1;63;3;5.0106354;3969
1700;1;43;12;7.4383836;1849
0;1;65;4;;4225
400;1;60;6;5.9914646;3600
400;0;30;2;5.9914646;900
88;1;55;2;4.4773369;3025
330;0;43;6;5.7990928;1849
70;1;48;6;4.2484951;2304
880;1;42;9;6.779922;1764
45;1;40;6;3.8066626;1600
60;1;30;4;4.0943446;900
797;1;72;15;6.6808548;5184
260;0;51;12;5.5606818;2601
660;0;58;6;6.49224;3364
200;1;51;12;5.2983174;2601
810;1;38;10;6.6970344;1444
765;1;64;12;6.6398759;4096
142;0;58;6;4.9558272;3364
1000;1;39;17;6.9077554;1521
190;0;50;9;5.2470241;2500
720;0;27;16;6.5792513;729
400;1;48;12;5.9914646;2304
607;0;37;12;6.4085288;1369
0;0;27;12;;729
599;1;40;7;6.3952618;1600
700;1;56;7;6.5510802;3136
562;1;29;12;6.331502;841
499;0;30;12;6.212606;900
692;1;23;10;6.5395861;529
630;1;42;9;6.4457197;1764
1202;1;27;6;7.091742;729
810;1;48;6;6.6970344;2304
200;1;54;6;5.2983174;2916
846;1;23;6;6.7405195;529
532;1;43;10;6.2766433;1849
846;1;22;8;6.7405195;484
0;1;65;3;;4225
0;1;37;6;;1369
140;1;36;6;4.9416423;1296
300;1;30;6;5.7037826;900
290;1;46;6;5.6698809;2116
100;1;41;6;4.6051702;1681
140;1;36;6;4.9416423;1296
240;1;47;3;5.480639;2209
2932;1;33;6;7.9834399;1089
1770;1;68;17;7.478735;4624
60;0;48;6;4.0943446;2304
500;1;64;6;6.2146082;4096
320;1;50;5;5.768321;2500
200;1;23;2;5.2983174;529
450;1;41;11;6.1092477;1681
300;1;43;6;5.7037826;1849
100;1;31;9;4.6051702;961
1000;1;40;12;6.9077554;1600
0;0;39;12;;1521
640;0;47;6;6.4614682;2209
1170;1;51;16;7.0647593;2601
300;0;22;12;5.7037826;484
0;1;36;0;;1296
402;1;50;7;5.9964519;2500
0;1;24;12;;576
100;0;49;4;4.6051702;2401
466;1;36;9;6.1441855;1296
300;0;26;12;5.7037826;676
400;1;24;12;5.9914646;576
400;1;22;8;5.9914646;484
150;0;20;12;5.0106354;400
240;1;69;1;5.480639;4761
90;1;18;12;4.4998097;324
860;1;53;6;6.7569323;2809
600;1;46;12;6.3969297;2116
450;1;36;12;6.1092477;1296
1190;1;30;15;7.0817084;900
1015;1;35;8;6.9226437;1225
1270;1;31;4;7.1467724;961
500;1;28;9;6.2146082;784
1000;0;31;7;6.9077554;961
581;1;31;16;6.3647509;961
100;1;33;3;4.6051702;1089
898;1;45;16;6.8001699;2025
320;0;28;12;5.768321;784
220;1;63;5;5.3936276;3969
1086;1;46;15;6.9902563;2116
950;1;42;12;6.856462;1764
950;0;34;12;6.856462;1156
0;1;79;0;;6241
40;1;39;12;3.6888795;1521
40;0;39;6;3.6888795;1521
